,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,accessed_cityname
0,416272278163574784,416272278163574784,1388082019000.0,2013-12-26 13:20:19,-0400,"{'type': 'Point', 'coordinates': [14.1872501, 8.7883949]}",你哥了个腰子!这样骂人好吗？不好。去你哥了个腰子不好!,zh,[],[],491350444,491350444,yangou76,抽烟的狗,4,13,https://twitter.com/yangou76/status/416272278163574784,[],[],0,,False,0,0,0,,None,,"13.804,8.9886,75km",,,,,[],,,,,zinder
1,414800180949831681,389111163193016320,1387731044000.0,2013-12-22 11:50:44,-0400,"{'type': 'Point', 'coordinates': [13.75102303, 7.9879549]}",@MorKarins  Je suis musulman,fr,[],[],1541179892,1541179892,MahamanDjafar,Djafakoly,7,11,https://twitter.com/MahamanDjafar/status/414800180949831681,[],[],0,,False,0,0,0,,None,,"13.804,8.9886,75km",,,,,[],,,,,zinder
2,413096687482441729,411601094759165952,1387324899000.0,2013-12-17 19:01:39,-0400,"{'type': 'Point', 'coordinates': [13.1731067, 8.2887889]}",@Abdull863,und,[],[],2224002442,2224002442,Abdull863,abdul bari,2,19,https://twitter.com/Abdull863/status/413096687482441729,[],[],0,,False,0,0,0,,None,,"13.804,8.9886,75km",,,,,[],,,,,zinder
3,411601094759165952,411601094759165952,1386968322000.0,2013-12-13 15:58:42,-0400,"{'type': 'Point', 'coordinates': [13.1731067, 8.2887889]}",Adam a zango,ht,[],[],2224002442,2224002442,Abdull863,abdul bari,5,15,https://twitter.com/Abdull863/status/411601094759165952,[],[],0,,False,1,1,0,,None,,"13.804,8.9886,75km",,,,,[],,,,,zinder
4,411598154619162624,411598154619162624,1386967621000.0,2013-12-13 15:47:01,-0400,"{'type': 'Point', 'coordinates': [13.1731067, 8.2887889]}",Gaisuwa da fatan alheri.,in,[],[],2224002442,2224002442,Abdull863,abdul bari,5,15,https://twitter.com/Abdull863/status/411598154619162624,[],[],0,,False,0,0,0,,None,,"13.804,8.9886,75km",,,,,[],,,,,zinder
5,410676448706719744,410676448706719744,1386747870000.0,2013-12-11 02:44:30,-0400,"{'type': 'Point', 'coordinates': [13.17248, 8.28026]}",Alhamdulillah,in,[],[],405403962,405403962,Kdeen00,KAMAL JOGANA🔴,3,02,https://twitter.com/Kdeen00/status/410676448706719744,[],[],0,,False,0,0,0,,None,,"13.804,8.9886,75km",,,,,[],,,,,zinder
6,410676406147092480,410676406147092480,1386747859000.0,2013-12-11 02:44:19,-0400,"{'type': 'Point', 'coordinates': [13.17248, 8.28026]}",Daura hia I kum,eu,[],[],405403962,405403962,Kdeen00,KAMAL JOGANA🔴,3,02,https://twitter.com/Kdeen00/status/410676406147092480,[],[],0,,False,0,0,0,,None,,"13.804,8.9886,75km",,,,,[],,,,,zinder
7,410674995011276800,410674995011276800,1386747523000.0,2013-12-11 02:38:43,-0400,"{'type': 'Point', 'coordinates': [13.17248, 8.28026]}","RT""@HishamYahya: A beautiful morning to @Kdeen00""",en,[],[],405403962,405403962,Kdeen00,KAMAL JOGANA🔴,3,02,https://twitter.com/Kdeen00/status/410674995011276800,[],[],0,,False,0,0,1,,None,,"13.804,8.9886,75km",,,,,[],,,,,zinder
8,408641349307887616,408641349307887616,1386262664000.0,2013-12-05 11:57:44,-0400,"{'type': 'Point', 'coordinates': [13.8002176, 8.9748308]}", http://t.co/DrQ5GeTvzJ,und,[],[],2208990233,2208990233,SahabiAboubacar,Sahabi Wolf,4,11,https://twitter.com/SahabiAboubacar/status/408641349307887616,[],['https://pbs.twimg.com/media/BavJJFLIAAEPxeW.jpg'],1,https://pbs.twimg.com/media/BavJJFLIAAEPxeW.jpg,False,0,0,0,,None,,"13.804,8.9886,75km",,,,,[],,,,,zinder
9,407503512202117120,407503512202117120,1385991383000.0,2013-12-02 08:36:23,-0400,"{'type': 'Point', 'coordinates': [13.4877276, 7.119221]}",--- ---   تم الإرسال بواسطة واتساب  http://t.co/9Rk3JmrOOL,ar,[],[],2150203823,2150203823,nafissa941,nafnaf,1,08,https://twitter.com/nafissa941/status/407503512202117120,[],['https://pbs.twimg.com/media/Bae-SP6IAAA1Afz.jpg'],1,https://pbs.twimg.com/media/Bae-SP6IAAA1Afz.jpg,False,0,0,0,,None,,"13.804,8.9886,75km",,,,,[],,,,,zinder
